multilabel_id;query;filters;gold_answers;answer;context;exact_match;f1;exact_match_context_scope;f1_context_scope;exact_match_document_id_scope;f1_document_id_scope;exact_match_document_id_and_context_scope;f1_document_id_and_context_scope;gold_contexts;rank;document_ids;gold_document_ids;offsets_in_document;gold_offsets_in_documents;offsets_in_context;gold_offsets_in_contexts;gold_answers_exact_match;gold_answers_f1;gold_documents_id_match;gold_contexts_similarity;type;node;eval_mode;index;full_context;answer_source
a587c3852c0d186009ac91497483304f;"O que é Programa PURA?
";;['PURA – Programa de Uso Racional de Água'];Programa Unificado de Bolsas; dos auxílios. O cadastro do PAPFE também é utilizado para o Programa Unificado de Bolsas (PUB), o qual seleciona alunos da USP para serem bolsistas e;0.0;0.3333333333333333;0.0;0.0;0.0;0.0;0.0;0.0;['Os Programas PURA – Programa de Uso Racional de Água e PURE – Programa de Uso Racional de Energia também refletem a preocupação das equipes que os desenvolvem e os tornam realidade, pelos cuidados na conservação do meio ambiente e do erário público. O planejamento, implantação e operacionalização do “Campus” universitário de Cubatão foi outro marcante desafio que abraçou. O novo sistema de ensino ali implantado foi o desafiador e inédito Curso Cooperativo. Esta modalidade de ensino, desenvolve-se quer na universidade, quer na empresa, alternando-se a cada quatro meses.'];1.0;['3c0e42983e460f22a1968652a44c1531'];['c36f1620b5d3f23df7decb6359f4aea3'];[{'start': 183, 'end': 211}];[{'start': 13, 'end': 52}];[{'start': 61, 'end': 89}];[{'start': 13, 'end': 52}];[0];[0.3333333333333333];[0.0];[45.63758389261745];answer;Reader;integrated;0;Para se cadastrar no PAPFE, os estudantes devem apresentar documentos que comprovem a baixa renda familiar e a necessidade dos auxílios. O cadastro do PAPFE também é utilizado para o Programa Unificado de Bolsas (PUB), o qual seleciona alunos da USP para serem bolsistas em Projetos de Extensão ou monitoria. Para participar do PUB, não é preciso comprovar o estado de vulnerabilidade social. Tanto o auxílio financeiro como as bolsas PUB são no valor de R$500,00. Mais informações são disponibilizadas no site da SAS. Confira a programação e mais detalhes dos próximos dias da Semana de Recepção aqui.;Para se cadastrar no PAPFE, os estudantes devem apresentar documentos que comprovem a baixa renda familiar e a necessidade dos auxílios. O cadastro do PAPFE também é utilizado para o Programa Unificado de Bolsas (PUB), o qual seleciona alunos da USP para serem bolsistas em Projetos de Extensão ou monitoria. Para participar do PUB, não é preciso comprovar o estado de vulnerabilidade social. Tanto o auxílio financeiro como as bolsas PUB são no valor de R$500,00. Mais informações são disponibilizadas no site da SAS. Confira a programação e mais detalhes dos próximos dias da Semana de Recepção aqui.
599f0f8ab99fcffd158c5fbaa876d28e;O que é o Programa PURE?;;[' PURE – Programa de Uso Racional de Energia'];Programa de Uso Racional de Água e PURE – Programa de Uso Racional de Energia também refletem a preocupação das equipes que os desenvolvem e os tornam realidade;Programa de Uso Racional de Água e PURE – Programa de Uso Racional de Energia também refletem a preocupação das equipes que os desenvolvem e os tornam realidade;0.0;0.45714285714285713;0.0;0.45714285714285713;0.0;0.45714285714285713;0.0;0.45714285714285713;['Os Programas PURA – Programa de Uso Racional de Água e PURE – Programa de Uso Racional de Energia também refletem a preocupação das equipes que os desenvolvem e os tornam realidade, pelos cuidados na conservação do meio ambiente e do erário público. O planejamento, implantação e operacionalização do “Campus” universitário de Cubatão foi outro marcante desafio que abraçou. O novo sistema de ensino ali implantado foi o desafiador e inédito Curso Cooperativo. Esta modalidade de ensino, desenvolve-se quer na universidade, quer na empresa, alternando-se a cada quatro meses.'];1.0;['c36f1620b5d3f23df7decb6359f4aea3'];['c36f1620b5d3f23df7decb6359f4aea3'];[{'start': 20, 'end': 180}];[{'start': 54, 'end': 97}];[{'start': 0, 'end': 160}];[{'start': 54, 'end': 97}];[0];[0.45714285714285713];[1.0];[100.0];answer;Reader;integrated;0;Os Programas PURA – Programa de Uso Racional de Água e PURE – Programa de Uso Racional de Energia também refletem a preocupação das equipes que os desenvolvem e os tornam realidade, pelos cuidados na conservação do meio ambiente e do erário público. O planejamento, implantação e operacionalização do “Campus” universitário de Cubatão foi outro marcante desafio que abraçou. O novo sistema de ensino ali implantado foi o desafiador e inédito Curso Cooperativo. Esta modalidade de ensino, desenvolve-se quer na universidade, quer na empresa, alternando-se a cada quatro meses.;Os Programas PURA – Programa de Uso Racional de Água e PURE – Programa de Uso Racional de Energia também refletem a preocupação das equipes que os desenvolvem e os tornam realidade, pelos cuidados na conservação do meio ambiente e do erário público. O planejamento, implantação e operacionalização do “Campus” universitário de Cubatão foi outro marcante desafio que abraçou. O novo sistema de ensino ali implantado foi o desafiador e inédito Curso Cooperativo. Esta modalidade de ensino, desenvolve-se quer na universidade, quer na empresa, alternando-se a cada quatro meses.
aa457633fe7760517a4364e795c7fe13;Quem foi o departamento responsável pela implantação do primeiro curso de engenharia mecatrônica no Brasil?;;['O Departamento de Engenharia Mecatrônica e de Sistemas Mecânicos (PMR)'];Departamento de Engenharia Mecatrônica e de Sistemas Mecânicos;O Departamento de Engenharia Mecatrônica e de Sistemas Mecânicos (PMR) foi responsável pela implantação, em 1988, do primeiro curso de graduação em Me;0.0;0.888888888888889;0.0;0.888888888888889;0.0;0.888888888888889;0.0;0.888888888888889;['O Departamento de Engenharia Mecatrônica e de Sistemas Mecânicos (PMR) foi responsável pela implantação, em 1988, do primeiro curso de graduação em Mecatrônica do Brasil. Ao integrar as áreas de mecânica, eletrônica, computação e controle, a Mecatrônica tem possibilitado a simplificação de dispositivos e a obtenção de produtos com elevado grau de flexibilidade e autonomia. Essa integração resulta em redução de custos, aumento da qualidade e da produtividade, e desenvolvimento mais ágil de novos produtos e serviços para as empresas brasileiras.'];1.0;['f05323744380c144b456cec656e5fa09'];['f05323744380c144b456cec656e5fa09'];[{'start': 2, 'end': 64}];[{'start': 0, 'end': 70}];[{'start': 2, 'end': 64}];[{'start': 0, 'end': 70}];[0];[0.888888888888889];[1.0];[100.0];answer;Reader;integrated;0;O Departamento de Engenharia Mecatrônica e de Sistemas Mecânicos (PMR) foi responsável pela implantação, em 1988, do primeiro curso de graduação em Mecatrônica do Brasil. Ao integrar as áreas de mecânica, eletrônica, computação e controle, a Mecatrônica tem possibilitado a simplificação de dispositivos e a obtenção de produtos com elevado grau de flexibilidade e autonomia. Essa integração resulta em redução de custos, aumento da qualidade e da produtividade, e desenvolvimento mais ágil de novos produtos e serviços para as empresas brasileiras.;O Departamento de Engenharia Mecatrônica e de Sistemas Mecânicos (PMR) foi responsável pela implantação, em 1988, do primeiro curso de graduação em Mecatrônica do Brasil. Ao integrar as áreas de mecânica, eletrônica, computação e controle, a Mecatrônica tem possibilitado a simplificação de dispositivos e a obtenção de produtos com elevado grau de flexibilidade e autonomia. Essa integração resulta em redução de custos, aumento da qualidade e da produtividade, e desenvolvimento mais ágil de novos produtos e serviços para as empresas brasileiras.
4950e70b34c846d96ab755f3cba30e6d;O que é o Programa PEC-G?;;['Programa de Estudantes Convênio de Graduação (PEC-G)'];A USP te espera! oferece aos ingressantes videoaulas de disciplinas que compõem a Base Nacional Comum Curricular do Ensino Médio;O programa A USP te espera! oferece aos ingressantes videoaulas de disciplinas que compõem a Base Nacional Comum Curricular do Ensino Médio (BNCC). A ;0.0;0.08;0.0;0.0;0.0;0.0;0.0;0.0;['Também há o Programa de Estudantes Convênio de Graduação (PEC-G) que oferece oportunidade de formação superior a estudantes de países em desenvolvimento, com os quais o Brasil mantém acordo educacional, cultural ou científico-tecnológico. Os cursos de graduação da USP são oferecidos em oito cidades: São Paulo, Bauru, São Carlos, Lorena, Ribeirão Preto, Piracicaba, Pirassununga e Santos. Há cursos, como o de Administração, que são oferecidos em mais de um campus, então o estudante deve acessar o site de cada unidade e conferir qual o projeto pedagógico que mais se alinha às suas expectativas. Acesse o site Seu Curso USP!'];1.0;['fc5818bfaef21f3a1086fa83133b55f2'];['b327d74d588b8700e7c330a6cd81539d'];[{'start': 11, 'end': 139}];[{'start': 12, 'end': 64}];[{'start': 11, 'end': 139}];[{'start': 12, 'end': 64}];[0];[0.08];[0.0];[48.32214765100671];answer;Reader;integrated;0;O programa A USP te espera! oferece aos ingressantes videoaulas de disciplinas que compõem a Base Nacional Comum Curricular do Ensino Médio (BNCC). A ideia é que o estudante já comece a se integrar à graduação retomando temas do ensino médio que são importantes para o curso escolhido. As aulas de português, matemática, física, química, biologia, história, geografia e inglês são ministradas por docentes da USP. O Programa de Apoio à Permanência e Formação Estudantil (PAPFE) organiza ações em todos os campi para ajudar alunos com dificuldades socioeconômicas a se manterem na Universidade.;O programa A USP te espera! oferece aos ingressantes videoaulas de disciplinas que compõem a Base Nacional Comum Curricular do Ensino Médio (BNCC). A ideia é que o estudante já comece a se integrar à graduação retomando temas do ensino médio que são importantes para o curso escolhido. As aulas de português, matemática, física, química, biologia, história, geografia e inglês são ministradas por docentes da USP. O Programa de Apoio à Permanência e Formação Estudantil (PAPFE) organiza ações em todos os campi para ajudar alunos com dificuldades socioeconômicas a se manterem na Universidade.
bd74e24768b0692b15b4bc2bb46b413e;Quando foi fundado o CoralUSP?;;['em 1967'];Fundo Patrimonial USP;asileiro relacionado a uma Universidade, e inspirou a criação do Fundo Patrimonial USP. O Fundo abre regularmente editais para seleção de projetos que;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;['Realiza mostras de filmes, palestras e debates visando a complementação da atividade profissional dos estudantes. Tel. : (11) 3091-3540 - CoralUSP: fundado em 1967, além de apresentações para o público, oferece aos seus integrantes orientação em técnica vocal, percepção musical, harmonia, contraponto e regência coral, além de história da música (popular e erudita). As atividades de ensaios e aulas acontecem na Cidade Universitária, no Butantã, além da Faculdade de Direito/USP, Estação Ciência/USP e Casa da Dona Yayá/USP. Para os interessados, também disponibiliza consulta ao seu acervo de composições e arranjos corais. Tel.'];1.0;['1c1da8b4a41762a112a5d8f812e660d2'];['e7d8e0bb4ea1beb0bee30461543818ee'];[{'start': 340, 'end': 361}];[{'start': 156, 'end': 163}];[{'start': 65, 'end': 86}];[{'start': 156, 'end': 163}];[0];[0];[0.0];[43.99999999999999];answer;Reader;integrated;0;Roda de Conversa “Fundo Patrimonial Amigos da Poli – Centro de Carreiras” O Fundo Patrimonial Amigos da Poli é uma associação formada por voluntários que captam recursos financeiros que serão investidos em projetos ligados à Poli. A organização é o maior fundo patrimonial brasileiro relacionado a uma Universidade, e inspirou a criação do Fundo Patrimonial USP. O Fundo abre regularmente editais para seleção de projetos que receberão fomento da instituição. Os editais aceitam qualquer projeto que tenha vínculo com a Poli ou que seja encabeçado por membros da Comunidade Politécnica.;Roda de Conversa “Fundo Patrimonial Amigos da Poli – Centro de Carreiras” O Fundo Patrimonial Amigos da Poli é uma associação formada por voluntários que captam recursos financeiros que serão investidos em projetos ligados à Poli. A organização é o maior fundo patrimonial brasileiro relacionado a uma Universidade, e inspirou a criação do Fundo Patrimonial USP. O Fundo abre regularmente editais para seleção de projetos que receberão fomento da instituição. Os editais aceitam qualquer projeto que tenha vínculo com a Poli ou que seja encabeçado por membros da Comunidade Politécnica.
33b37441bc7b9ec3894261e9411d5560;O que o CoralUSP oferece aos seus integrantes?;;['oferece aos seus integrantes orientação em técnica vocal, percepção musical, harmonia, contraponto e regência coral, além de história da música'];as melhores oportunidades dentro da graduação;rsidade, a função do órgão é proporcionar aos alunos as melhores oportunidades dentro da graduação. Na Poli, existem três modalidades de internacional;0.0;0.07692307692307691;0.0;0.0;0.0;0.0;0.0;0.0;['Realiza mostras de filmes, palestras e debates visando a complementação da atividade profissional dos estudantes. Tel. : (11) 3091-3540 - CoralUSP: fundado em 1967, além de apresentações para o público, oferece aos seus integrantes orientação em técnica vocal, percepção musical, harmonia, contraponto e regência coral, além de história da música (popular e erudita). As atividades de ensaios e aulas acontecem na Cidade Universitária, no Butantã, além da Faculdade de Direito/USP, Estação Ciência/USP e Casa da Dona Yayá/USP. Para os interessados, também disponibiliza consulta ao seu acervo de composições e arranjos corais. Tel.'];1.0;['e0772127fdb2a6a661752cff90f162c8'];['e7d8e0bb4ea1beb0bee30461543818ee'];[{'start': 299, 'end': 344}];[{'start': 203, 'end': 346}];[{'start': 53, 'end': 98}];[{'start': 203, 'end': 346}];[0];[0.07692307692307691];[0.0];[46.0];answer;Reader;integrated;0;A Comissão de Relações Internacionais da Escola, conhecida pela sigla CRInt, é o escritório responsável pelos convênios e parcerias com universidades do exterior. Segundo o professor Márcio Lobo Netto, diretor de mobilidade internacional da universidade, a função do órgão é proporcionar aos alunos as melhores oportunidades dentro da graduação. Na Poli, existem três modalidades de internacionalização: duplo diploma, aproveitamento de estudos e intercâmbio aberto.;A Comissão de Relações Internacionais da Escola, conhecida pela sigla CRInt, é o escritório responsável pelos convênios e parcerias com universidades do exterior. Segundo o professor Márcio Lobo Netto, diretor de mobilidade internacional da universidade, a função do órgão é proporcionar aos alunos as melhores oportunidades dentro da graduação. Na Poli, existem três modalidades de internacionalização: duplo diploma, aproveitamento de estudos e intercâmbio aberto.
17d0060f9fa8a23824b93ce1ffba04bb;O que é o TUSP?;;['Teatro da USP (TUSP)'];Programa Unificado de Bolsas; dos auxílios. O cadastro do PAPFE também é utilizado para o Programa Unificado de Bolsas (PUB), o qual seleciona alunos da USP para serem bolsistas e;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;[': 3091-3000 - Teatro da USP (TUSP): Fundado em 1955, tem por objetivo difundir e divulgar as artes cênicas e estimular a criação e o desenvolvimento de grupos teatrais universitários em todos os campi da USP. Realiza, com projetos próprios e em parceria com as unidades afins, encontros, palestras, seminários, mostras, festivais e circuitos universitários. Tel. : (11) 3255-7182 – ramais 41 e 42'];1.0;['3c0e42983e460f22a1968652a44c1531'];['4929c578c0a9cc84a2f6aa1ddaf8e0bc'];[{'start': 183, 'end': 211}];[{'start': 14, 'end': 34}];[{'start': 61, 'end': 89}];[{'start': 14, 'end': 34}];[0];[0];[0.0];[39.59731543624161];answer;Reader;integrated;0;Para se cadastrar no PAPFE, os estudantes devem apresentar documentos que comprovem a baixa renda familiar e a necessidade dos auxílios. O cadastro do PAPFE também é utilizado para o Programa Unificado de Bolsas (PUB), o qual seleciona alunos da USP para serem bolsistas em Projetos de Extensão ou monitoria. Para participar do PUB, não é preciso comprovar o estado de vulnerabilidade social. Tanto o auxílio financeiro como as bolsas PUB são no valor de R$500,00. Mais informações são disponibilizadas no site da SAS. Confira a programação e mais detalhes dos próximos dias da Semana de Recepção aqui.;Para se cadastrar no PAPFE, os estudantes devem apresentar documentos que comprovem a baixa renda familiar e a necessidade dos auxílios. O cadastro do PAPFE também é utilizado para o Programa Unificado de Bolsas (PUB), o qual seleciona alunos da USP para serem bolsistas em Projetos de Extensão ou monitoria. Para participar do PUB, não é preciso comprovar o estado de vulnerabilidade social. Tanto o auxílio financeiro como as bolsas PUB são no valor de R$500,00. Mais informações são disponibilizadas no site da SAS. Confira a programação e mais detalhes dos próximos dias da Semana de Recepção aqui.
02aa52d388f72895d7ee1de064902ae5;Quando foi fundado o Teatro da USP?;;['em 1955'];23 de agosto;No domingo, dia 23 de agosto, das 16h às 19h, uma extensa programação abordará, principalmente, como a Escola tem se reinventado em tempos de pandemia;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;[': 3091-3000 - Teatro da USP (TUSP): Fundado em 1955, tem por objetivo difundir e divulgar as artes cênicas e estimular a criação e o desenvolvimento de grupos teatrais universitários em todos os campi da USP. Realiza, com projetos próprios e em parceria com as unidades afins, encontros, palestras, seminários, mostras, festivais e circuitos universitários. Tel. : (11) 3255-7182 – ramais 41 e 42'];1.0;['da9c2fcf87d56db5fb0bdd737a607186'];['4929c578c0a9cc84a2f6aa1ddaf8e0bc'];[{'start': 16, 'end': 28}];[{'start': 44, 'end': 51}];[{'start': 16, 'end': 28}];[{'start': 44, 'end': 51}];[0];[0];[0.0];[43.333333333333336];answer;Reader;integrated;0;No domingo, dia 23 de agosto, das 16h às 19h, uma extensa programação abordará, principalmente, como a Escola tem se reinventado em tempos de pandemia, e como a comunidade está enfrentando os desafios deste contexto. A abertura do evento contará com a participação do Reitor da USP, Vahan Agopyan, da diretora da Poli, Liedi Légi Bariani Bernucci, do vice-diretor, Reinaldo Giudici, do professor Marcelo Zuffo e do politécnico e atual diretor geral da Associação dos Engenheiros Politécnicos, Dario Gramorelli.;No domingo, dia 23 de agosto, das 16h às 19h, uma extensa programação abordará, principalmente, como a Escola tem se reinventado em tempos de pandemia, e como a comunidade está enfrentando os desafios deste contexto. A abertura do evento contará com a participação do Reitor da USP, Vahan Agopyan, da diretora da Poli, Liedi Légi Bariani Bernucci, do vice-diretor, Reinaldo Giudici, do professor Marcelo Zuffo e do politécnico e atual diretor geral da Associação dos Engenheiros Politécnicos, Dario Gramorelli.
584c36b9123601ae8796c9be6c18baaa;O que é o CINUSP?;;['Cinema da USP (CINUSP “Paulo Emílio”)'];mais eficiente para os resíduos perigosos;ncluindo sólidos, pastosos e líquidos. Este método é o mais eficiente para os resíduos perigosos, como os químicos, pois a matéria é desintegrada de f;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;[': (11) 3091-5696 - Centro de Práticas Esportivas da Universidade de São Paulo: é um complexo poliesportivo que tem a finalidade de planejar, coordenar e implementar as ações necessárias à prática de atividades físicas, esportivas e recreativas no âmbito da Universidade. Oferece cursos de alongamento, yoga, condicionamento físico, canoagem e basquete, entre outros. Tel. : (11) 3091-3362 - Cinema da USP (CINUSP “Paulo Emílio”): fundado em 1993, tem como objetivo disseminar a cultura cinematográfica e veicular conhecimento por meio de várias atividades de extensão.'];1.0;['e0e2fb94be3de9853d83f1be9434e298'];['7b55b735d391a8be57cfbe62d4454b84'];[{'start': 344, 'end': 385}];[{'start': 391, 'end': 428}];[{'start': 55, 'end': 96}];[{'start': 391, 'end': 428}];[0];[0];[0.0];[42.00000000000001];answer;Reader;integrated;0;Em novembro de 2018, o Poli Recicla realizou uma visita técnica ao incinerador da empresa Essencis, com a turma de Engenharia Ambiental, organizada pela Professora Wanda Günther da Faculdade de Saúde Pública da USP. O equipamento tem a capacidade de incinerar 800 kg de resíduos por dia, incluindo sólidos, pastosos e líquidos. Este método é o mais eficiente para os resíduos perigosos, como os químicos, pois a matéria é desintegrada de forma controlada sem produzir grandes danos ao meio ambiente.;Em novembro de 2018, o Poli Recicla realizou uma visita técnica ao incinerador da empresa Essencis, com a turma de Engenharia Ambiental, organizada pela Professora Wanda Günther da Faculdade de Saúde Pública da USP. O equipamento tem a capacidade de incinerar 800 kg de resíduos por dia, incluindo sólidos, pastosos e líquidos. Este método é o mais eficiente para os resíduos perigosos, como os químicos, pois a matéria é desintegrada de forma controlada sem produzir grandes danos ao meio ambiente.
26f2dca1b1c2ca445950dda69162817b;Quando foi fundado o CINUSP?;;['em 1993'];Pró-Reitoria de Pesquisa; empresas criadas pela comunidade USP, entre outras informações estratégicas. produzido pela Pró-Reitoria de Pesquisa junto à Agência USP de Inovação.;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;[': (11) 3091-5696 - Centro de Práticas Esportivas da Universidade de São Paulo: é um complexo poliesportivo que tem a finalidade de planejar, coordenar e implementar as ações necessárias à prática de atividades físicas, esportivas e recreativas no âmbito da Universidade. Oferece cursos de alongamento, yoga, condicionamento físico, canoagem e basquete, entre outros. Tel. : (11) 3091-3362 - Cinema da USP (CINUSP “Paulo Emílio”): fundado em 1993, tem como objetivo disseminar a cultura cinematográfica e veicular conhecimento por meio de várias atividades de extensão.'];1.0;['99e0f9eab2ecb89c3e056ddc076bba98'];['7b55b735d391a8be57cfbe62d4454b84'];[{'start': 256, 'end': 280}];[{'start': 438, 'end': 445}];[{'start': 93, 'end': 117}];[{'start': 438, 'end': 445}];[0];[0];[0.0];[42.95302013422819];answer;Reader;integrated;0;O Portal Solus é um diretório de organizações e programas atuantes no campo de inovação e empreendedorismo nos diversos campi USP, de transferência de tecnologia e empresas criadas pela comunidade USP, entre outras informações estratégicas. produzido pela Pró-Reitoria de Pesquisa junto à Agência USP de Inovação.;O Portal Solus é um diretório de organizações e programas atuantes no campo de inovação e empreendedorismo nos diversos campi USP, de transferência de tecnologia e empresas criadas pela comunidade USP, entre outras informações estratégicas. produzido pela Pró-Reitoria de Pesquisa junto à Agência USP de Inovação.
2cdb31822962bde6c436621785e23bdb;O que o programa A USP te espera! oferece?;;[' oferece aos ingressantes videoaulas de disciplinas que compõem a Base Nacional Comum Curricular do Ensino Médio (BNCC).'];oportunidade de formação superior a estudantes de países em desenvolvimento;ênio de Graduação (PEC-G) que oferece oportunidade de formação superior a estudantes de países em desenvolvimento, com os quais o Brasil mantém acordo;0.0;0.08;0.0;0.0;0.0;0.0;0.0;0.0;['O programa A USP te espera! oferece aos ingressantes videoaulas de disciplinas que compõem a Base Nacional Comum Curricular do Ensino Médio (BNCC). A ideia é que o estudante já comece a se integrar à graduação retomando temas do ensino médio que são importantes para o curso escolhido. As aulas de português, matemática, física, química, biologia, história, geografia e inglês são ministradas por docentes da USP. O Programa de Apoio à Permanência e Formação Estudantil (PAPFE) organiza ações em todos os campi para ajudar alunos com dificuldades socioeconômicas a se manterem na Universidade.'];1.0;['b327d74d588b8700e7c330a6cd81539d'];['fc5818bfaef21f3a1086fa83133b55f2'];[{'start': 77, 'end': 152}];[{'start': 27, 'end': 147}];[{'start': 38, 'end': 113}];[{'start': 27, 'end': 147}];[0];[0.08];[0.0];[47.333333333333336];answer;Reader;integrated;0;Também há o Programa de Estudantes Convênio de Graduação (PEC-G) que oferece oportunidade de formação superior a estudantes de países em desenvolvimento, com os quais o Brasil mantém acordo educacional, cultural ou científico-tecnológico. Os cursos de graduação da USP são oferecidos em oito cidades: São Paulo, Bauru, São Carlos, Lorena, Ribeirão Preto, Piracicaba, Pirassununga e Santos. Há cursos, como o de Administração, que são oferecidos em mais de um campus, então o estudante deve acessar o site de cada unidade e conferir qual o projeto pedagógico que mais se alinha às suas expectativas. Acesse o site Seu Curso USP!;Também há o Programa de Estudantes Convênio de Graduação (PEC-G) que oferece oportunidade de formação superior a estudantes de países em desenvolvimento, com os quais o Brasil mantém acordo educacional, cultural ou científico-tecnológico. Os cursos de graduação da USP são oferecidos em oito cidades: São Paulo, Bauru, São Carlos, Lorena, Ribeirão Preto, Piracicaba, Pirassununga e Santos. Há cursos, como o de Administração, que são oferecidos em mais de um campus, então o estudante deve acessar o site de cada unidade e conferir qual o projeto pedagógico que mais se alinha às suas expectativas. Acesse o site Seu Curso USP!
e1705e1e17f7c243534bb7f043537a89;O que é o BNCC ?;;['Base Nacional Comum Curricular do Ensino Médio (BNCC)'];universidade que investe e se preocupa com inovação;tiva é um grande passo para elevar a USP como uma universidade que investe e se preocupa com inovação. “Há anos a USP tem feito um esforço muito grand;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;['O programa A USP te espera! oferece aos ingressantes videoaulas de disciplinas que compõem a Base Nacional Comum Curricular do Ensino Médio (BNCC). A ideia é que o estudante já comece a se integrar à graduação retomando temas do ensino médio que são importantes para o curso escolhido. As aulas de português, matemática, física, química, biologia, história, geografia e inglês são ministradas por docentes da USP. O Programa de Apoio à Permanência e Formação Estudantil (PAPFE) organiza ações em todos os campi para ajudar alunos com dificuldades socioeconômicas a se manterem na Universidade.'];1.0;['5e85f6edf222773edb4b74c8b0c8f7c'];['fc5818bfaef21f3a1086fa83133b55f2'];[{'start': 111, 'end': 162}];[{'start': 93, 'end': 146}];[{'start': 50, 'end': 101}];[{'start': 93, 'end': 146}];[0];[0];[0.0];[44.888888888888886];answer;Reader;integrated;0;O reitor da USP Carlos Gilberto Carlotti destaca que a iniciativa é um grande passo para elevar a USP como uma universidade que investe e se preocupa com inovação. “Há anos a USP tem feito um esforço muito grande para que a inovação fizesse parte de sua agenda e estivesse presente em todos os seus ambientes.;O reitor da USP Carlos Gilberto Carlotti destaca que a iniciativa é um grande passo para elevar a USP como uma universidade que investe e se preocupa com inovação. “Há anos a USP tem feito um esforço muito grande para que a inovação fizesse parte de sua agenda e estivesse presente em todos os seus ambientes.
235853051ae7811de0fa670e916d78c8;"Por quem são ministradas as videoaulas do programa ""A USP te espera!""?";;['são ministradas por docentes da USP'];docentes da USP;química, biologia, história, geografia e inglês são ministradas por docentes da USP. O Programa de Apoio à Permanência e Formação Estudantil (PAPFE) o;0.0;0.6666666666666666;0.0;0.6666666666666666;0.0;0.6666666666666666;0.0;0.6666666666666666;['O programa A USP te espera! oferece aos ingressantes videoaulas de disciplinas que compõem a Base Nacional Comum Curricular do Ensino Médio (BNCC). A ideia é que o estudante já comece a se integrar à graduação retomando temas do ensino médio que são importantes para o curso escolhido. As aulas de português, matemática, física, química, biologia, história, geografia e inglês são ministradas por docentes da USP. O Programa de Apoio à Permanência e Formação Estudantil (PAPFE) organiza ações em todos os campi para ajudar alunos com dificuldades socioeconômicas a se manterem na Universidade.'];1.0;['fc5818bfaef21f3a1086fa83133b55f2'];['fc5818bfaef21f3a1086fa83133b55f2'];[{'start': 397, 'end': 412}];[{'start': 377, 'end': 412}];[{'start': 68, 'end': 83}];[{'start': 377, 'end': 412}];[0];[0.6666666666666666];[1.0];[100.0];answer;Reader;integrated;0;O programa A USP te espera! oferece aos ingressantes videoaulas de disciplinas que compõem a Base Nacional Comum Curricular do Ensino Médio (BNCC). A ideia é que o estudante já comece a se integrar à graduação retomando temas do ensino médio que são importantes para o curso escolhido. As aulas de português, matemática, física, química, biologia, história, geografia e inglês são ministradas por docentes da USP. O Programa de Apoio à Permanência e Formação Estudantil (PAPFE) organiza ações em todos os campi para ajudar alunos com dificuldades socioeconômicas a se manterem na Universidade.;O programa A USP te espera! oferece aos ingressantes videoaulas de disciplinas que compõem a Base Nacional Comum Curricular do Ensino Médio (BNCC). A ideia é que o estudante já comece a se integrar à graduação retomando temas do ensino médio que são importantes para o curso escolhido. As aulas de português, matemática, física, química, biologia, história, geografia e inglês são ministradas por docentes da USP. O Programa de Apoio à Permanência e Formação Estudantil (PAPFE) organiza ações em todos os campi para ajudar alunos com dificuldades socioeconômicas a se manterem na Universidade.
